cocktail.name,ingredient,measure,row
lady scarlett,gin,20,5487
lady scarlett,cointreau,20,5488
lady scarlett,dry vermouth,10,5489
lady scarlett,lime juice,10,5490
lady scarlett,monin bitter,10,5491
lady love fizz,gin,59,5492
lady love fizz,light cream,7.4,5493
lady love fizz,powdered sugar,3.7,5494
lady love fizz,lemon,5,5495
lady love fizz,egg white,10,5496
lady love fizz,carbonated water,100,5497
lady finger,cherry brandy,29.5,5498
lady finger,gin,29.5,5499
lady finger,kirschwasser,14.75,5500
lady be good,brandy,44.25,5501
lady be good,white creme de menthe,14.75,5502
lady be good,sweet vermouth,14.75,5503
lady 52,kahlua,29.5,5504
lady 52,irish cream,29.5,5505
lady 52,cream,29.5,5506
lady 52,cointreau,14.75,5507
lady 52,chocolate,100,5508
lady-killer,gin,29.5,5509
lady-killer,cointreau,14.75,5510
lady-killer,apricot brandy,14.75,5511
lady-killer,passion fruit juice,59,5512
lady-killer,pineapple juice,59,5513
lady's punsch,red wine,50,5514
lady's punsch,blue curacao,50,5515
lady's punsch,water,100,5516
lady's punsch,orange,10,5517
ladies cocktail,blended whiskey,51.625,5518
ladies cocktail,anisette,1.85,5519
ladies cocktail,bitters,1.8,5520
ladies cocktail,pineapple,10,5521
la stephanique,gin,44.25,5522
la stephanique,triple sec,14.75,5523
la stephanique,sweet vermouth,14.75,5524
la stephanique,bitters,0.9,5525
la mamila,tequila,10,5526
la mamila,beer,50,5527
la mamila,lemon,40,5528
la mamila,clamato juice,944,5529
la mamila,tabasco sauce,1.8,5530
la mamila,salt,20,5531
la jolla,brandy,59,5532
la jolla,creme de banane,14.75,5533
la jolla,orange juice,3.7,5534
la jolla,lemon juice,14.75,5535
la bomba,gold tequila,36.875,5536
la bomba,cointreau,22.125,5537
la bomba,pineapple juice,44.25,5538
la bomba,orange juice,44.25,5539
la bomba,grenadine,1.8,5540
l&c,pineapple,236,5541
l&c,pineapple vodka,88.5,5542
l&c,malibu rum,59,5543
l&c,ice,100,5544
l&c,maraschino cherry,100,5545
l'aird of summer isle,scotch,44.25,5546
l'aird of summer isle,pernod,14.75,5547
l'aird of summer isle,pineapple juice,88.5,5548
kurant tea,absolut kurant,40,5549
kurant tea,tea,100,5550
kurant tea,sugar,100,5551
kurant,absolut kurant,40,5552
kurant,schweppes russchian,100,5553
kurant,ice,100,5554
kryptonite kooler,rum,44.25,5555
kryptonite kooler,maui,88.5,5556
kryptonite kooler,pineapple juice,177,5557
kretchma cocktail,vodka,29.5,5558
kretchma cocktail,creme de cacao,29.5,5559
kretchma cocktail,grenadine,0.9,5560
kretchma cocktail,lemon juice,11.1,5561
kretchma,vodka,29.5,5562
kretchma,creme de cacao,29.5,5563
kretchma,lemon juice,14.75,5564
kretchma,grenadine,1.85,5565
krazee keith,light rum,44.25,5566
krazee keith,anisette,7.4,5567
krazee keith,lemon juice,14.75,5568
krazee keith,coca-cola,118,5569
krazee keith,cherry brandy,7.4,5570
krazee keith,lemon,10,5571
kosmo,orange vodka,29.5,5572
kosmo,triple sec,14.75,5573
kosmo,cranberry juice,177,5574
kosmo,rose's sweetened lime juice,9.83333333333333,5575
kosmo,lemon,10,5576
kool first aid,151 proof rum,59,5577
kool first aid,kool-aid,1.85,5578
kool-aid slammer,kool-aid,14.75,5579
kool-aid slammer,vodka,14.75,5580
kool-aid shot,vodka,29.5,5581
kool-aid shot,amaretto,29.5,5582
kool-aid shot,sloe gin,29.5,5583
kool-aid shot,triple sec,29.5,5584
kool-aid shot,cranberry juice,100,5585
kool-aid (boulder style),amaretto,14.75,5586
kool-aid (boulder style),southern comfort,14.75,5587
kool-aid (boulder style),cranberry juice,14.75,5588
kool-aid (boulder style),grenadine,3.7,5589
kongepjolter,champagne,236.5,5590
kongepjolter,cognac,236.5,5591
knockout punch,hawaiian punch,236,5592
knockout punch,tequila,29.5,5593
knockout punch,rum,29.5,5594
knock-out cocktail,dry vermouth,22.125,5595
knock-out cocktail,gin,22.125,5596
knock-out cocktail,anis,14.75,5597
knock-out cocktail,white creme de menthe,3.7,5598
knock-out cocktail,cherry,10,5599
knickerbocker cocktail,dry vermouth,22.125,5600
knickerbocker cocktail,sweet vermouth,0.925,5601
knickerbocker cocktail,gin,44.25,5602
knickerbocker cocktail,lemon peel,15,5603
knacky,apfelkorn,100,5604
knacky,peach juice,500,5605
knacky,iced tea,100,5606
klondyke,bailey's irish cream,14.75,5607
klondyke,jägermeister,14.75,5608
klondike cooler,blended whiskey,59,5609
klondike cooler,carbonated water,100,5610
klondike cooler,powdered sugar,100,5611
klondike cooler,lemon peel,100,5612
klondike cooler,orange spiral,100,5613
klingon disrupter,jim beam,9.83333333333333,5614
klingon disrupter,mezcal,9.83333333333333,5615
klingon disrupter,cinnamon schnapps,9.83333333333333,5616
kiwi papaya smoothie,kiwi,30,5617
kiwi papaya smoothie,papaya,5,5618
kiwi lemon,kiwi liqueur,29.5,5619
kiwi lemon,bitter lemon,59,5620
kiwi lemon,ice,120,5621
kiss me quick,cranberry vodka,40,5622
kiss me quick,apfelkorn,20,5623
kiss me quick,schweppes russchian,70,5624
kiss me quick,apple juice,80,5625
kiss me quick,ice,120,5626
kiss-in-the-dark,cherry brandy,22.125,5627
kiss-in-the-dark,dry vermouth,22.125,5628
kiss-in-the-dark,gin,22.125,5629
kish wacker,bailey's irish cream,14.75,5630
kish wacker,creme de cacao,14.75,5631
kish wacker,vodka,14.75,5632
kish wacker,kahlua,7.375,5633
kir royale,creme de cassis,29.5,5634
kir royale,champagne,147.5,5635
kioki coffee,kahlua,29.5,5636
kioki coffee,brandy,14.75,5637
kioki coffee,coffee,100,5638
king willy,midori melon liqueur,88.5,5639
king willy,green curacao,100,5640
king willy,7-up,100,5641
king willy,grenadine,100,5642
king of denmark,pernod,118,5643
king of denmark,blackcurrant cordial,88.5,5644
king of denmark,water,236,5645
king cole cocktail,blended whiskey,59,5646
king cole cocktail,orange,10,5647
king cole cocktail,pineapple,10,5648
king cole cocktail,powdered sugar,1.85,5649
kiltlifter,scotch,44.25,5650
kiltlifter,drambuie,29.5,5651
kiltlifter,rose's sweetened lime juice,73.75,5652
kilted black leprechaun,bailey's irish cream,29.5,5653
kilted black leprechaun,malibu rum,29.5,5654
kilted black leprechaun,drambuie,29.5,5655
killing light,vodka,2.5,5656
killing light,cognac,2.5,5657
killing light,peppermint schnapps,1.25,5658
killing light,cointreau,1.25,5659
killing light,7-up,2.5,5660
killer koolade,vodka,14.75,5661
killer koolade,midori melon liqueur,14.75,5662
killer koolade,amaretto,14.75,5663
killer koolade,cranberry juice,100,5664
killer kool-aid (rhode island),absolut vodka,29.5,5665
killer kool-aid (rhode island),amaretto,29.5,5666
killer kool-aid (rhode island),malibu rum,29.5,5667
killer kool-aid (rhode island),sloe gin,29.5,5668
killer kool-aid (rhode island),midori melon liqueur,29.5,5669
killer kool-aid (rhode island),cranberry juice,29.5,5670
killer kool-aid,vodka,44.25,5671
killer kool-aid,peach schnapps,14.75,5672
killer kool-aid,amaretto,14.75,5673
killer kool-aid,cranberry juice,88.5,5674
kill the cold smoothie,ginger,10,5675
kill the cold smoothie,lemon,2.5,5676
kill the cold smoothie,water,257,5677
kill me now,tequila,88.5,5678
kill me now,151 proof rum,88.5,5679
kill me now,vodka,88.5,5680
kill me now,gin,88.5,5681
kill me now,amaretto,59,5682
kiba,cherry juice,1000,5683
kiba,banana,1000,5684
key largo kooler,key largo schnapps,29.5,5685
key largo kooler,spiced rum,14.75,5686
key largo kooler,orange juice,118,5687
key largo kooler,pineapple juice,118,5688
key largo kooler,cranberry juice,59,5689
key largo kooler,151 proof rum,14.75,5690
kevin's special blend,rye whiskey,59,5691
kevin's special blend,iced tea,5.55,5692
kevin's special blend,water,354,5693
kermit the frog piss,midori melon liqueur,29.5,5694
kermit the frog piss,malibu rum,14.75,5695
kermit the frog piss,sweet and sour,59,5696
kermit the frog piss,7-up,100,5697
keremiki,151 proof rum,9.83333333333333,5698
keremiki,goldschlager,9.83333333333333,5699
keremiki,rumple minze,9.83333333333333,5700
kentucky colonel cocktail,bourbon,44.25,5701
kentucky colonel cocktail,benedictine,14.75,5702
kentucky colonel cocktail,lemon peel,15,5703
kentucky colonel,bourbon,88.5,5704
kentucky colonel,benedictine,14.75,5705
kentucky colonel,lemon peel,15,5706
kentucky b and b,bourbon,59,5707
kentucky b and b,benedictine,14.75,5708
ken and kirsten's top shelf margarita,tequila,59,5709
ken and kirsten's top shelf margarita,cointreau,29.5,5710
ken and kirsten's top shelf margarita,lemonade,257,5711
ken and kirsten's top shelf margarita,grapefruit juice,3.7,5712
ken and kirsten's top shelf margarita,lime,30,5713
ken and kirsten's top shelf margarita,salt,10,5714
karsk,coffee,29.5,5715
karsk,grain alcohol,59,5716
karma chameleon,vodka,59,5717
karma chameleon,peach schnapps,59,5718
karma chameleon,sprite,59,5719
karma chameleon,grenadine,100,5720
karlsson's dream,midori melon liqueur,60,5721
karlsson's dream,absolut vodka,30,5722
karlsson's dream,milk,100,5723
karlsson,pisang ambon,30,5724
karlsson,bailey's irish cream,30,5725
karlsson,malibu rum,30,5726
kansas city ice water,gin,22.125,5727
kansas city ice water,vodka,22.125,5728
kansas city ice water,lime juice,14.75,5729
kansas city ice water,7-up,100,5730
kanaan,milk,150,5731
kanaan,egg,10,5732
kanaan,honey,7.4,5733
kamikaze version,vodka,22.125,5734
kamikaze version,triple sec,7.375,5735
kamikaze version,blue curacao,7.375,5736
kamikaze version,sour mix,100,5737
kamikaze #2,tequila,29.5,5738
kamikaze #2,triple sec,29.5,5739
kamikaze #2,lime juice,29.5,5740
kamikaze,vodka,29.5,5741
kamikaze,triple sec,29.5,5742
kamikaze,lime juice,29.5,5743
kamel drivare,sambuca,29.5,5744
kamel drivare,bailey's irish cream,29.5,5745
kamakazie #1,vodka,29.5,5746
kamakazie #1,triple sec,29.5,5747
kamakazie #1,rose's sweetened lime juice,29.5,5748
kalimocho,red wine,10,5749
kalimocho,coca-cola,750,5750
kahlua fudge shake,kahlua,59,5751
kahlua fudge shake,ice-cream,30,5752
kahlua fudge shake,milk,88.5,5753
kahlua fudge shake,ice,100,5754
kahlua and cream,kahlua,100,5755
kahlua and cream,cream,100,5756
kahlua #5,coffee,236,5757
kahlua #5,sugar,2056,5758
kahlua #5,vanilla,88.8,5759
kahlua #5,water,3084,5760
kahlua #5,brandy,1892.5,5761
kahlua #3,water,1028,5762
kahlua #3,coffee,18.5,5763
kahlua #3,sugar,642.5,5764
kahlua #3,vodka,385.5,5765
kahlua #3,chocolate syrup,11.1,5766
kahlua #2,water,1028,5767
kahlua #2,sugar,1028,5768
kahlua #2,coffee,59,5769
kahlua #2,vanilla,10,5770
kahlua #2,bourbon,10,5771
kahlua #1,water,10,5772
kahlua #1,sugar,771,5773
kahlua #1,coffee,44.4,5774
kahlua #1,vanilla extract,11.1,5775
k.g.b. cocktail,gin,44.25,5776
k.g.b. cocktail,kummel,14.75,5777
k.g.b. cocktail,apricot brandy,0.925,5778
k.g.b. cocktail,lemon juice,0.925,5779
k.g.b. cocktail,lemon peel,15,5780
k.g.b.,gin,44.25,5781
k.g.b.,kirschwasser,14.75,5782
k.g.b.,apricot brandy,7.4,5783
k.g.b.,lemon juice,14.75,5784
k.g.b.,sugar,1.85,5785
k.g.b.,lemon peel,15,5786
just a moonmint,milk,514,5787
just a moonmint,chocolate syrup,100,5788
just a moonmint,mint syrup,100,5789
juniata juice,beer,354,5790
juniata juice,rum,29.5,5791
juniata juice,lime juice,22.2,5792
jungle juice #2,banana,10,5793
jungle juice #2,orange juice,514,5794
jungle juice #2,ginger,0.9,5795
juicy tiger,vodka,40,5796
juicy tiger,sour mix,20,5797
juicy tiger,coca-cola,60,5798
juicy lucy,vodka,59,5799
juicy lucy,gin,29.5,5800
juicy lucy,blue curacao,59,5801
juicy lucy,orange juice,100,5802
juicy lucy,sprite,100,5803
judgette cocktail,dry vermouth,22.125,5804
judgette cocktail,peach brandy,22.125,5805
judgette cocktail,gin,22.125,5806
judgette cocktail,lime,2.5,5807
judgette cocktail,cherry,10,5808
jtdelight,vodka,29.5,5809
jtdelight,tropical fruit schnapps,14.75,5810
jtdelight,orange juice,88.5,5811
jtdelight,cranberry juice,44.25,5812
joy-to-the-world,añejo rum,44.25,5813
joy-to-the-world,bourbon,14.75,5814
joy-to-the-world,dark creme de cacao,14.75,5815
journalist cocktail,sweet vermouth,5.55,5816
journalist cocktail,dry vermouth,5.55,5817
journalist cocktail,gin,44.25,5818
journalist cocktail,triple sec,1.85,5819
journalist cocktail,lemon juice,1.85,5820
journalist cocktail,bitters,0.9,5821
joulouville,gin,29.5,5822
joulouville,apple brandy,14.75,5823
joulouville,sweet vermouth,5.55,5824
joulouville,lemon juice,11.1,5825
joulouville,grenadine,1.8,5826
jonesey,dark rum,59,5827
jonesey,dark creme de cacao,14.75,5828
jolly rancher,melon liqueur,44.25,5829
jolly rancher,blueberry schnapps,14.75,5830
jolly rancher,sweet and sour,100,5831
jolly rancher,grenadine,100,5832
jolly rancher,cherry,100,5833
jolly jumper,whisky,40,5834
jolly jumper,vodka,40,5835
jolly jumper,gin,40,5836
jolly jumper,passoa,40,5837
jolly jumper,orange juice,100,5838
jolly jumper,ice,100,5839
jolly green giant,lime vodka,29.5,5840
jolly green giant,orange juice,100,5841
johnny cat,gin,29.5,5842
johnny cat,dry vermouth,29.5,5843
johnny cat,triple sec,14.75,5844
johnny cat,grenadine,100,5845
johnny cat,club soda,100,5846
johnny cat,ice,40,5847
johnnie cocktail,sloe gin,44.25,5848
johnnie cocktail,triple sec,22.125,5849
johnnie cocktail,anisette,3.7,5850
john collins,bourbon,59,5851
john collins,lemon juice,29.5,5852
john collins,sugar,3.7,5853
john collins,club soda,88.5,5854
john collins,maraschino cherry,10,5855
john collins,orange,10,5856
john's bomb,tequila,44.25,5857
john's bomb,benedictine,14.75,5858
john's bomb,orange,10,5859
john's bomb,cinnamon,100,5860
joel's pet monkey,triple sec,59,5861
joel's pet monkey,bacardi limon,29.5,5862
joel's pet monkey,maui,29.5,5863
joel's pet monkey,lime juice,0.9,5864
joe collins,scotch,29.5,5865
joe collins,sweet and sour,59,5866
joe collins,coca-cola,100,5867
joe collins,cherry,100,5868
joe cocker,amaretto,29.5,5869
joe cocker,southern comfort,29.5,5870
joe cocker,crown royal,29.5,5871
joe cocker,jack daniels,29.5,5872
jocose julep,bourbon,73.75,5873
jocose julep,green creme de menthe,14.75,5874
jocose julep,lime juice,29.5,5875
jocose julep,sugar,3.7,5876
jocose julep,mint,50,5877
jocose julep,carbonated water,100,5878
jock collins,scotch,59,5879
jock collins,lemon juice,29.5,5880
jock collins,sugar,3.7,5881
jock collins,club soda,88.5,5882
jock collins,maraschino cherry,10,5883
jock collins,orange,10,5884
jock-in-a-box,scotch,44.25,5885
jock-in-a-box,sweet vermouth,14.75,5886
jock-in-a-box,lemon juice,14.75,5887
jock-in-a-box,egg,10,5888
jo jo,canadian whisky,29.5,5889
jo jo,mello yello,88.5,5890
jo jo,ice,120,5891
jo-jo cool-aid,southern comfort,29.5,5892
jo-jo cool-aid,amaretto,29.5,5893
jo-jo cool-aid,cranberry juice,100,5894
jimpop's margarita,tequila,59,5895
jimpop's margarita,lime juice,29.5,5896
jimpop's margarita,grand marnier,22.125,5897
jimpop's margarita,salt,100,5898
jillionaire,bourbon,59,5899
jillionaire,triple sec,14.75,5900
jillionaire,grenadine,1.85,5901
jillionaire,egg white,10,5902
jihad,vodka,73.75,5903
jihad,sprite,88.5,5904
jihad,orange juice,59,5905
jeyplak cocktail,gin,44.25,5906
jeyplak cocktail,sweet vermouth,22.125,5907
jeyplak cocktail,anis,0.925,5908
jeyplak cocktail,cherry,10,5909
jeweler's hammer,vodka,29.5,5910
jeweler's hammer,white grape juice,118,5911
jewel of the nile,gin,44.25,5912
jewel of the nile,green chartreuse,14.75,5913
jewel of the nile,yellow chartreuse,14.75,5914
jewel cocktail,sweet vermouth,22.125,5915
jewel cocktail,green chartreuse,22.125,5916
jewel cocktail,gin,22.125,5917
jewel cocktail,orange bitters,0.9,5918
jewel cocktail,cherry,10,5919
jetstream,blue curacao,20,5920
jetstream,saurer apfel,40,5921
jetstream,sprite,100,5922
jet black,gin,44.25,5923
jet black,sweet vermouth,7.4,5924
jet black,black sambuca,3.7,5925
jesus is here,schweppes russchian,200,5926
jesus is here,vodka,190,5927
jersey lightning,sweet vermouth,14.75,5928
jersey lightning,apple brandy,44.25,5929
jersey lightning,lime,10,5930
jersey devil,cranberry juice,3785,5931
jersey devil,apple cider,20,5932
jersey devil,applejack,10,5933
jersey devil,apple,10,5934
jenny's concoction,vodka,14.75,5935
jenny's concoction,anisette,14.75,5936
jenny's concoction,orange juice,14.75,5937
jen's mountain gin,lemon gin,59,5938
jen's mountain gin,mountain dew,100,5939
jen's mountain gin,sugar,100,5940
jen's mountain gin,lime,10,5941
jen's mountain gin,lime peel,100,5942
jellyfish,creme de cacao,14.75,5943
jellyfish,amaretto,14.75,5944
jellyfish,bailey's irish cream,100,5945
jellyfish,grenadine,100,5946
jelly bean #2,kahlua,14.75,5947
jelly bean #2,anisette,14.75,5948
jelly bean #2,151 proof rum,14.75,5949
jelly bean,blackberry brandy,29.5,5950
jelly bean,anis,29.5,5951
jello shots,vodka,514,5952
jello shots,jello,30,5953
jello shots,water,771,5954
jello-shot supreme,jello,10,5955
jello-shot supreme,water,514,5956
jello-shot supreme,peachtree schnapps,514,5957
jay in your tummy,malibu rum,59,5958
jay in your tummy,sambuca,29.5,5959
jay in your tummy,blue curacao,29.5,5960
jay in your tummy,midori melon liqueur,29.5,5961
jay in your tummy,pineapple juice,29.5,5962
jay's rootbeer dream,absolut vodka,7.375,5963
jay's rootbeer dream,root beer schnapps,14.75,5964
jay's rootbeer dream,bailey's irish cream,14.75,5965
jay's rootbeer dream,heavy cream,88.5,5966
jay's rootbeer dream,coca-cola,100,5967
jaq'ed up screwdriver,vodka,59,5968
jaq'ed up screwdriver,grenadine,4.625,5969
jaq'ed up screwdriver,orange juice,29.5,5970
jaq'ed up screwdriver,sprite,29.5,5971
japanese slipper #2,midori melon liqueur,300,5972
japanese slipper #2,vodka,300,5973
japanese slipper #2,lemon juice,300,5974
japanese slipper #1,midori melon liqueur,3.33333333333333,5975
japanese slipper #1,cointreau,3.33333333333333,5976
japanese slipper #1,lime juice,3.33333333333333,5977
japanese fizz,blended whiskey,44.25,5978
japanese fizz,lemon,5,5979
japanese fizz,powdered sugar,3.7,5980
japanese fizz,port,11.1,5981
japanese fizz,egg white,10,5982
japanese fizz,carbonated water,100,5983
japanese,brandy,59,5984
japanese,orgeat syrup,5.55,5985
japanese,lime juice,11.1,5986
japanese,bitters,0.9,5987
japanese,lime peel,150,5988
jan's jello shots,jello,10.325,5989
jan's jello shots,water,257,5990
jan's jello shots,vodka,257,5991
james the second comes first,scotch,59,5992
james the second comes first,tawny port,14.75,5993
james the second comes first,dry vermouth,14.75,5994
james the second comes first,bitters,0.9,5995
jamaican screw,malibu rum,118,5996
jamaican screw,orange juice,118,5997
jamaican screw,ice,120,5998
jamaican qualude,malibu rum,29.5,5999
jamaican qualude,frangelico,29.5,6000
jamaican qualude,bailey's irish cream,29.5,6001
jamaican qualude,milk,29.5,6002
jamaican me crazy,rum,29.5,6003
jamaican me crazy,malibu rum,29.5,6004
jamaican me crazy,banana liqueur,29.5,6005
jamaican me crazy,cranberry juice,3.7,6006
jamaican me crazy,pineapple juice,3.7,6007
jamaican dust-buster,rum,29.5,6008
jamaican dust-buster,pineapple juice,59,6009
jamaican dust-buster,kahlua,29.5,6010
jamaican dust,light rum,29.5,6011
jamaican dust,malibu rum,14.75,6012
jamaican dust,pineapple juice,14.75,6013
jamaican coffee,rum,78.8333333333333,6014
jamaican coffee,coffee,78.8333333333333,6015
jamaican coffee,water,236.5,6016
jamaican coffee,whipped cream,100,6017
jamaican banana,light rum,14.75,6018
jamaican banana,creme de cacao,14.75,6019
jamaican banana,creme de banane,14.75,6020
jamaican banana,vanilla ice-cream,20,6021
jamaican banana,half-and-half,29.5,6022
jamaican banana,banana,10,6023
jamaica me crazy,rum,14.75,6024
jamaica me crazy,tia maria,14.75,6025
jamaica me crazy,pineapple juice,100,6026
jamaica me crazy,ice,100,6027
jamaica kiss,coffee liqueur,29.5,6028
jamaica kiss,light rum,29.5,6029
jamaica kiss,ice,120,6030
jamaica kiss,milk,100,6031
jamaica hop,coffee brandy,29.5,6032
jamaica hop,creme de cacao,29.5,6033
jamaica hop,light cream,29.5,6034
jamaica glow,gin,29.5,6035
jamaica glow,rum,3.7,6036
jamaica glow,red wine,11.1,6037
jamaica glow,orange juice,11.1,6038
jake-knife,jägermeister,59,6039
jake-knife,coca-cola,100,6040
jake-knife,151 proof rum,100,6041
jade,light rum,44.25,6042
jade,green creme de menthe,1.85,6043
jade,triple sec,1.85,6044
jade,lime juice,11.1,6045
jade,powdered sugar,3.7,6046
jade,lime,10,6047
jackhammer,jack daniels,29.5,6048
jackhammer,amaretto,29.5,6049
jack sprite,jack daniels,29.5,6050
jack sprite,sprite,100,6051
jack sprite,lemon,10,6052
jack rose cocktail,apple brandy,44.25,6053
jack rose cocktail,grenadine,3.7,6054
jack rose cocktail,lime,5,6055
jack frost,jack daniels,22.2,6056
jack frost,drambuie,11.1,6057
jack frost,grenadine,0.9,6058
jack frost,sweet and sour,64.25,6059
jack frost,orange juice,64.25,6060
jack daniel's lynchburg lemonade,jack daniels,29.5,6061
jack daniel's lynchburg lemonade,sweet and sour,29.5,6062
jack daniel's lynchburg lemonade,triple sec,29.5,6063
jack daniel's lynchburg lemonade,sprite,118,6064
jack & coke,jack daniels,59,6065
jack & coke,coca-cola,295,6066
jack & coke,ice,100,6067
jack-in-the-box,apple brandy,29.5,6068
jack-in-the-box,pineapple juice,29.5,6069
jack-in-the-box,bitters,0.9,6070
jack's vanilla coke,ice,40,6071
jack's vanilla coke,tennessee whiskey,59,6072
jack's vanilla coke,vanilla extract,3.7,6073
jack's vanilla coke,coca-cola,295,6074
j. r.'s revenge,bourbon,88.5,6075
j. r.'s revenge,southern comfort,14.75,6076
j. r.'s revenge,bitters,1.8,6077
j. r.'s godfather,bourbon,59,6078
j. r.'s godfather,amaretto,14.75,6079
j. r.'s godchild,bourbon,59,6080
j. r.'s godchild,amaretto,14.75,6081
j. r.'s godchild,milk,29.5,6082
izayoi,lemon liqueur,29.5,6083
izayoi,grapefruit juice,19.6666666666667,6084
izayoi,vodka,4.91666666666667,6085
izayoi,lemon juice,4.91666666666667,6086
izayoi,grenadine,4.91666666666667,6087
italian sombrero,amaretto,44.25,6088
italian sombrero,light cream,88.5,6089
italian ice #2,blue curacao,29.5,6090
italian ice #2,chambord raspberry liqueur,29.5,6091
italian ice #2,southern comfort,29.5,6092
italian ice #2,sprite,100,6093
italian ice,vodka,29.5,6094
italian ice,blue curacao,29.5,6095
italian ice,chambord raspberry liqueur,29.5,6096
italian ice,sour mix,29.5,6097
italian ice,7-up,59,6098
italian heather,scotch,44.25,6099
italian heather,galliano,29.5,6100
italian heather,ice,100,6101
italian heather,lime,10,6102
italian delight,amaretto,29.5,6103
italian delight,orange juice,14.75,6104
italian delight,cream,44.25,6105
italian delight,cherry,10,6106
island girl,vodka,44.25,6107
island girl,guava juice,118,6108
island girl,cranberry juice,3.7,6109
island girl,orange juice,0.9,6110
ishav,vodka,40,6111
ishav,pisang ambon,20,6112
ishav,sour mix,20,6113
ishav,soda water,100,6114
is paris burning,cognac,59,6115
is paris burning,chambord raspberry liqueur,29.5,6116
iron hindu,cognac,88.5,6117
iron hindu,vanilla schnapps,44.25,6118
iron hindu,apricot brandy,44.25,6119
iron hindu,apricot nectar,162.25,6120
iron hindu,heavy cream,59,6121
iron hindu,cardamom,100,6122
iron butterfly,vodka,29.5,6123
iron butterfly,kahlua,29.5,6124
iron butterfly,irish cream,29.5,6125
irish spring,irish whiskey,29.5,6126
irish spring,peach brandy,14.75,6127
irish spring,orange juice,29.5,6128
irish spring,sweet and sour,29.5,6129
irish spring,orange,10,6130
irish spring,cherry,10,6131
irish russian,vodka,29.5,6132
irish russian,kahlua,29.5,6133
irish russian,coca-cola,0.9,6134
irish russian,guinness stout,100,6135
irish rickey,irish whiskey,44.25,6136
irish rickey,lime,5,6137
irish rickey,lime,10,6138
irish rickey,carbonated water,100,6139
irish monk #2,bailey's irish cream,29.5,6140
irish monk #2,frangelico,29.5,6141
irish monk #2,brandy,29.5,6142
irish mint,bailey's irish cream,88.5,6143
irish mint,green creme de menthe,29.5,6144
irish mint,milk,177,6145
irish curdling cow,bailey's irish cream,22.125,6146
irish curdling cow,bourbon,22.125,6147
irish curdling cow,vodka,22.125,6148
irish curdling cow,orange juice,59,6149
"irish cream, home made",condensed milk,355,6150
"irish cream, home made",cream,257,6151
"irish cream, home made",egg,30,6152
"irish cream, home made",chocolate syrup,11.1,6153
"irish cream, home made",rye whiskey,257,6154
irish cream special,ice,120,6155
irish cream special,bailey's irish cream,118,6156
irish cream special,milk,29.5,6157
irish cream - bailey's #3,half-and-half,473,6158
irish cream - bailey's #3,egg,20,6159
irish cream - bailey's #3,irish whiskey,385.5,6160
irish cream - bailey's #3,chocolate syrup,22.2,6161
irish cream - bailey's #3,cinnamon,0.9,6162
irish cream - bailey's #3,vanilla extract,3.7,6163
irish cream - bailey's #2,egg,30,6164
irish cream - bailey's #2,coconut syrup,3.7,6165
irish cream - bailey's #2,chocolate syrup,16.65,6166
irish cream - bailey's #2,whiskey,257,6167
irish cream - bailey's #2,coffee,1.85,6168
irish cream - bailey's #1,whipping cream,473,6169
irish cream - bailey's #1,vanilla extract,3.7,6170
irish cream - bailey's #1,brandy,257,6171
irish cream - bailey's #1,chocolate syrup,22.2,6172
irish cream - bailey's #1,egg,30,6173
irish cream - bailey's #1,condensed milk,413,6174
irish cream,scotch,257,6175
irish cream,half-and-half,321.25,6176
irish cream,condensed milk,355,6177
irish cream,coconut syrup,30,6178
irish cream,chocolate syrup,11.1,6179
irish comfort,southern comfort,29.5,6180
irish comfort,blue curacao,59,6181
irish comfort,orange juice,100,6182
irish coffee (simple),irish whiskey,44.25,6183
irish coffee (simple),coffee,236,6184
irish coffee (simple),sugar,3.7,6185
irish coffee (simple),whipped cream,11.1,6186
irish coffee #2,coffee,236,6187
irish coffee #2,bailey's irish cream,59,6188
irish coffee #2,half-and-half,59,6189
irish coffee #2,sugar,3.7,6190
instant death,151 proof rum,88.5,6191
instant death,everclear,88.5,6192
instant death,jägermeister,88.5,6193
instant death,water,147.5,6194
instant death,salt,0.9,6195
inferno,absolut peppar,29.5,6196
inferno,everclear,29.5,6197
inferno,tabasco sauce,60,6198
inferno,salt,10,6199
incredible hulk #3,hpnotiq,59,6200
incredible hulk #3,cognac,59,6201
in and out martini,dry vermouth,3.7,6202
in and out martini,gin,118,6203
imperial fizz,light rum,14.75,6204
imperial fizz,blended whiskey,44.25,6205
imperial fizz,lemon,5,6206
imperial fizz,powdered sugar,3.7,6207
imperial fizz,carbonated water,100,6208
imperial cocktail,lime juice,40,6209
imperial cocktail,gin,20,6210
imperial cocktail,aperol,40,6211
immaculata,light rum,44.25,6212
immaculata,amaretto,14.75,6213
immaculata,lime juice,14.75,6214
immaculata,lemon juice,3.7,6215
immaculata,sugar,1.85,6216
illusion,malibu rum,300,6217
illusion,midori melon liqueur,300,6218
illusion,vodka,300,6219
illusion,cointreau,150,6220
illusion,pineapple juice,3.7,6221
iguana,vodka,14.75,6222
iguana,tequila,14.75,6223
iguana,coffee liqueur,7.375,6224
iguana,sweet and sour,44.25,6225
iguana,lime,5,6226
ideal cocktail,dry vermouth,29.5,6227
ideal cocktail,gin,29.5,6228
ideal cocktail,maraschino liqueur,0.925,6229
ideal cocktail,grapefruit juice,1.85,6230
