cocktail.name,ingredient,measure,row
ideal cocktail,cherry,10,6231
iced coffee fillip,kahlua,7.4,6232
iced coffee fillip,coffee,100,6233
iced coffee,coffee,64.25,6234
iced coffee,sugar,64.25,6235
iced coffee,water,64.25,6236
iced coffee,milk,1028,6237
iceberg in radioactive water #2,midori melon liqueur,59,6238
iceberg in radioactive water #2,banana liqueur,59,6239
iceberg in radioactive water #2,ice-cream,10,6240
iceberg in radioactive water #2,vodka,29.5,6241
iceberg in radioactive water #2,pineapple juice,100,6242
iceberg in radioactive water #2,malibu rum,29.5,6243
iceberg in radioactive water,midori melon liqueur,88.5,6244
iceberg in radioactive water,malibu rum,29.5,6245
iceberg in radioactive water,banana liqueur,29.5,6246
iceberg in radioactive water,pineapple juice,177,6247
iceberg in radioactive water,vanilla ice-cream,10,6248
ice pick #2,vodka,44.25,6249
ice pick #2,iced tea,103.25,6250
ice pick #1,vodka,44.25,6251
ice pick #1,iced tea,177,6252
ice pick #1,lemon juice,100,6253
ice palace,light rum,29.5,6254
ice palace,galliano,14.75,6255
ice palace,apricot brandy,14.75,6256
ice palace,pineapple juice,59,6257
ice palace,lemon juice,7.375,6258
ice palace,orange,10,6259
ice bear,blue curacao,29.5,6260
ice bear,vodka,59,6261
ice bear,soda water,100,6262
ice-cream flip,triple sec,29.5,6263
ice-cream flip,maraschino liqueur,29.5,6264
ice-cream flip,vanilla ice-cream,10,6265
ice-cream flip,egg,10,6266
ice-cream flip,nutmeg,100,6267
ias-special,banana liqueur,20,6268
ias-special,aquavit,20,6269
ias-special,lime juice,15,6270
ias-special,7-up,25,6271
i.v. (italian valium),amaretto,19.6666666666667,6272
i.v. (italian valium),gin,9.83333333333333,6273
hurricane,light rum,29.5,6274
hurricane,dark rum,29.5,6275
hurricane,passion fruit syrup,11.1,6276
hurricane,lime juice,7.4,6277
hunka hunka burnin luv,vodka,177,6278
hunka hunka burnin luv,water,177,6279
hunka hunka burnin luv,kool-aid,22.2,6280
hunch punch,everclear,10,6281
hunch punch,fruit punch,3785,6282
hunch punch,fruit,100,6283
hummer,coffee liqueur,29.5,6284
hummer,light rum,29.5,6285
hummer,vanilla ice-cream,20,6286
hudson bay,cherry brandy,14.75,6287
hudson bay,gin,29.5,6288
hudson bay,151 proof rum,5.55,6289
hudson bay,orange juice,11.1,6290
hudson bay,lime juice,5.55,6291
howell says so,dark rum,44.25,6292
howell says so,triple sec,14.75,6293
howell says so,amaretto,14.75,6294
howell says so,lemon juice,14.75,6295
howell says so,orange bitters,1.8,6296
hotel plaza cocktail,dry vermouth,22.125,6297
hotel plaza cocktail,sweet vermouth,22.125,6298
hotel plaza cocktail,gin,22.125,6299
hotel plaza cocktail,pineapple,10,6300
hot whiskey,irish whiskey,73.75,6301
hot whiskey,lemon,10,6302
hot whiskey,cloves,20,6303
hot whiskey,sugar,3.7,6304
hot whiskey,water,100,6305
hot springs cocktail,white wine,44.25,6306
hot springs cocktail,pineapple juice,11.1,6307
hot springs cocktail,maraschino liqueur,1.85,6308
hot springs cocktail,orange bitters,0.9,6309
hot spot,vodka,29.5,6310
hot spot,tequila,29.5,6311
hot spot,tabasco sauce,29.5,6312
hot spiced cider #2,apple cider,20,6313
hot spiced cider #2,sugar,64.25,6314
hot spiced cider #2,cloves,120,6315
hot spiced cider #2,allspice,60,6316
hot spiced cider #2,cinnamon,40,6317
hot spiced cider #1,apple cider,3785,6318
hot spiced cider #1,allspice,10,6319
hot spiced cider #1,clove,10,6320
hot spiced cider #1,cinnamon,10,6321
hot shot,coffee,20,6322
hot shot,galliano,20,6323
hot shot,whipped cream,100,6324
hot peppermint chocolate,hot chocolate,100,6325
hot peppermint chocolate,rumple minze,100,6326
hot pants,tequila,44.25,6327
hot pants,peppermint schnapps,14.75,6328
hot pants,grapefruit juice,11.1,6329
hot pants,powdered sugar,3.7,6330
hot nuts,coffee,29.5,6331
hot nuts,brandy,10,6332
hot nuts,rye whiskey,37,6333
hot mulled cider #1,apple cider,100,6334
hot mulled cider #1,orange,100,6335
hot mulled cider #1,cloves,100,6336
hot mulled cider #1,cinnamon,100,6337
hot mulled cider #1,nutmeg,100,6338
hot lunch,151 proof rum,59,6339
hot lunch,tabasco sauce,0.9,6340
hot lemonade,lemon,10,6341
hot lemonade,maple syrup,22.2,6342
hot lemonade,cayenne pepper,100,6343
hot gold,amaretto,88.5,6344
hot gold,orange juice,177,6345
hot gold,cinnamon,10,6346
hot dick #1,grand marnier,59,6347
hot dick #1,bailey's irish cream,59,6348
hot dick #1,coffee,118,6349
hot dick,bailey's irish cream,59,6350
hot dick,grand marnier,59,6351
hot dick,espresso,118,6352
hot dick,whipped cream,100,6353
hot damn,whiskey,14.75,6354
hot damn,orange juice,59,6355
hot damn,rum,29.5,6356
hot damn,vodka,29.5,6357
hot creamy bush,irish whiskey,29.5,6358
hot creamy bush,bailey's irish cream,22.125,6359
hot creamy bush,coffee,177,6360
hot cider,orange,10,6361
hot cider,cloves,100,6362
hot cider,apple cider,100,6363
hot cider,cinnamon,100,6364
hot chocolate to die for,chocolate,354,6365
hot chocolate to die for,butter,3.7,6366
hot chocolate to die for,vanilla extract,1.85,6367
hot chocolate to die for,half-and-half,257,6368
hot chocolate to die for,marshmallows,100,6369
hot chocolate #2,cocoa powder,10,6370
hot chocolate #2,milk,15,6371
hot chocolate #2,coffeemate,29.5,6372
hot chocolate #2,powdered sugar,64.25,6373
hot chocolate #1,milk,771,6374
hot chocolate #1,cocoa powder,192.75,6375
hot chocolate #1,sugar,257,6376
hot chocolate #1,salt,100,6377
hot buttered rum batter #2,brown sugar,128.5,6378
hot buttered rum batter #2,sugar,128.5,6379
hot buttered rum batter #2,butter,5,6380
hot buttered rum batter #2,vanilla ice-cream,473,6381
hot apple pie #2,bailey's irish cream,14.75,6382
hot apple pie #2,goldschlager,14.75,6383
hot apple pie #2,cinnamon,0.9,6384
hot apple pie,tuaca,44.25,6385
hot apple pie,apple cider,177,6386
hot afternoon,peach schnapps,14.75,6387
hot afternoon,kahlua,14.75,6388
hot-buttered rum,sugar,3.7,6389
hot-buttered rum,butter,1.85,6390
hot-buttered rum,rum,44.5,6391
hot-buttered rum,cloves,40,6392
horsley's honor,gin,44.25,6393
horsley's honor,dry vermouth,14.75,6394
horsley's honor,applejack,14.75,6395
horsley's honor,triple sec,14.75,6396
horsley's honor,orange,10,6397
horse jizz,beer,5,6398
horse jizz,milk,5,6399
horse and jockey,añejo rum,29.5,6400
horse and jockey,southern comfort,29.5,6401
horse and jockey,sweet vermouth,14.75,6402
horse and jockey,bitters,1.8,6403
horse's neck,lemon peel,10,6404
horse's neck,brandy,59,6405
horse's neck,ginger ale,147.5,6406
horse's neck,bitters,1.8,6407
horse's ass,ginger ale,5,6408
horse's ass,soda water,5,6409
horny toad,kahlua,29.5,6410
horny toad,triple sec,29.5,6411
horny toad,cream,29.5,6412
horny mohican,banana liqueur,200,6413
horny mohican,bailey's irish cream,200,6414
horny mohican,malibu rum,200,6415
horny girlscout,coffee liqueur,29.5,6416
horny girlscout,peppermint schnapps,29.5,6417
hornpipe,gin,44.25,6418
hornpipe,cherry brandy,7.4,6419
hornpipe,egg white,10,6420
"hop, skip, and go naked",limeade,177,6421
"hop, skip, and go naked",lemonade,177,6422
"hop, skip, and go naked",peach schnapps,177,6423
"hop, skip, and go naked",151 proof rum,177,6424
hop toad,apricot brandy,22.125,6425
hop toad,light rum,22.125,6426
hop toad,lime,5,6427
hop skip and go naked punch,beer,2130,6428
hop skip and go naked punch,vodka,10,6429
hop skip and go naked punch,daiquiri mix,1065,6430
hop skip and go naked punch,ice,100,6431
hoots mon,scotch,44.25,6432
hoots mon,lillet,14.75,6433
hoots mon,sweet vermouth,14.75,6434
honolulu cooler,lime,5,6435
honolulu cooler,southern comfort,44.25,6436
honolulu cooler,pineapple juice,100,6437
honolulu cocktail no. 2,gin,22.125,6438
honolulu cocktail no. 2,benedictine,22.125,6439
honolulu cocktail no. 2,maraschino liqueur,22.125,6440
honeymoon cocktail,apple brandy,22.125,6441
honeymoon cocktail,benedictine,22.125,6442
honeymoon cocktail,triple sec,3.7,6443
honeymoon cocktail,lemon,5,6444
honey liquor,honey,5000,6445
honey liquor,water,2.5,6446
honey liquor,grain alcohol,3.75,6447
honey lemonade,soda water,514,6448
honey lemonade,lemon juice,128.5,6449
honey lemonade,honey,22.2,6450
honey-dew-me,barenjager,59,6451
honey-dew-me,melon liqueur,29.5,6452
honey-dew-me,orange juice,118,6453
homemade snapple,tea,257,6454
homemade snapple,water,257,6455
homemade snapple,fruit juice,33.3,6456
homemade snapple,sugar,11.1,6457
homemade snapple,lemon juice,100,6458
homemade kahlua,sugar,642.5,6459
homemade kahlua,corn syrup,257,6460
homemade kahlua,coffee,44.25,6461
homemade kahlua,vanilla extract,59,6462
homemade kahlua,water,771,6463
homemade kahlua,vodka,10,6464
holloween punch,grape juice,100,6465
holloween punch,carbonated soft drink,100,6466
holloween punch,sherbet,100,6467
holiday cheer,champagne,10,6468
holiday cheer,cranberry juice,355,6469
holiday cheer,lime,10,6470
hole-in-one,scotch,51.625,6471
hole-in-one,vermouth,22.125,6472
hole-in-one,lemon juice,0.925,6473
hole-in-one,orange bitters,0.9,6474
hokkaido cocktail,gin,44.25,6475
hokkaido cocktail,triple sec,14.75,6476
hokkaido cocktail,sake,29.5,6477
hispaniola,dark rum,44.5,6478
hispaniola,curacao,44.5,6479
hispaniola,sweet and sour,7.4,6480
hillinator,spiced rum,88.5,6481
hillinator,firewater,29.5,6482
hillinator,mountain dew,236,6483
hillinator,sugar,44.4,6484
hillbilly bob's mountaindrink,bourbon,10,6485
hillbilly bob's mountaindrink,kahlua,20,6486
hillbilly bob's mountaindrink,bailey's irish cream,20,6487
hillbilly bob's mountaindrink,creme de cacao,20,6488
hillbilly bob's mountaindrink,milk,100,6489
hillbilly bob's mountaindrink,coca-cola,1.8,6490
highland sling,sugar,3.7,6491
highland sling,water,7.4,6492
highland sling,lemon juice,29.5,6493
highland sling,scotch,59,6494
highland sling,lemon peel,15,6495
highland fling cocktail,scotch,44.25,6496
highland fling cocktail,sweet vermouth,22.125,6497
highland fling cocktail,orange bitters,1.8,6498
highland fling cocktail,olive,10,6499
highball,whiskey,44.25,6500
highball,ginger ale,4730,6501
highball,ice,48,6502
herbal flame,hot damn,147.5,6503
herbal flame,tea,100,6504
hell mary,aquavit,29.5,6505
hell mary,tequila,14.75,6506
hell mary,angostura bitters,9,6507
hell mary,tabasco sauce,9,6508
hell mary,horseradish,9,6509
heilig,blueberry schnapps,14.75,6510
heilig,vodka,14.75,6511
heilig,cranberry juice,37,6512
headless horseman,vodka,59,6513
headless horseman,bitters,2.7,6514
headless horseman,ginger ale,100,6515
headless horseman,orange,100,6516
headcrush,tequila,20,6517
headcrush,tabasco sauce,20,6518
headcrush,whipped cream,100,6519
headcrush,salt,100,6520
headcrack,cognac,88.5,6521
headcrack,kahlua,59,6522
headcrack,milk,100,6523
hazelnut martini,vodka,29.5,6524
hazelnut martini,frangelico,14.75,6525
hawaiin punch from hell,vodka,14.75,6526
hawaiin punch from hell,southern comfort,14.75,6527
hawaiin punch from hell,amaretto,7.375,6528
hawaiin punch from hell,orange juice,3.7,6529
hawaiin punch from hell,7-up,3.7,6530
hawaiin punch from hell,grenadine,3.7,6531
hawaiian screw,vodka,59,6532
hawaiian screw,orange juice,100,6533
hawaiian screw,pineapple juice,100,6534
hawaiian cocktail,gin,59,6535
hawaiian cocktail,triple sec,14.75,6536
hawaiian cocktail,pineapple juice,11.1,6537
havana cocktail,light rum,29.5,6538
havana cocktail,pineapple juice,29.5,6539
havana cocktail,lemon juice,3.7,6540
hat trick #2,light rum,14.75,6541
hat trick #2,dry vermouth,14.75,6542
hat trick #2,bitters,0.9,6543
hat trick #2,lemon peel,15,6544
hat trick #1,dark rum,14.75,6545
hat trick #1,light rum,14.75,6546
hat trick #1,sweet vermouth,14.75,6547
hasty cocktail,gin,44.25,6548
hasty cocktail,dry vermouth,22.125,6549
hasty cocktail,anis,0.925,6550
hasty cocktail,grenadine,3.7,6551
hashi bashi,gin,44.25,6552
hashi bashi,campari,22.125,6553
hashi bashi,schweppes russchian,100,6554
harvey wallbanger,vodka,29.5,6555
harvey wallbanger,galliano,14.75,6556
harvey wallbanger,orange juice,118,6557
harvey cowpuncher,vodka,29.5,6558
harvey cowpuncher,galliano,14.75,6559
harvey cowpuncher,milk,118,6560
harvard cooler,carbonated water,100,6561
harvard cooler,apple brandy,100,6562
harvard cooler,powdered sugar,100,6563
harvard cooler,orange spiral,100,6564
harvard cooler,lemon peel,100,6565
harsh,tequila,14.75,6566
harsh,jägermeister,14.75,6567
harry denton martini,gin,36.875,6568
harry denton martini,green chartreuse,14.75,6569
harry alligator,everclear,59,6570
harry alligator,vodka,14.75,6571
harry alligator,tequila,14.75,6572
harry alligator,peppermint schnapps,29.5,6573
harry alligator,lemon,10,6574
harley davidson (the company way),yukon jack,14.75,6575
harley davidson (the company way),jack daniels,14.75,6576
harley davidson #2,malibu rum,29.5,6577
harley davidson #2,jägermeister,29.5,6578
harley davidson #2,whiskey,29.5,6579
harley davidson #2,lemon juice,29.5,6580
harley davidson #1,bailey's irish cream,14.75,6581
harley davidson #1,midori melon liqueur,14.75,6582
harley davidson #1,jägermeister,100,6583
harlem cocktail,gin,44.25,6584
harlem cocktail,pineapple juice,22.125,6585
harlem cocktail,maraschino liqueur,1.85,6586
harlem cocktail,pineapple,20,6587
harlee's planters punch,light rum,29.5,6588
harlee's planters punch,dark rum,59,6589
harlee's planters punch,orange juice,59,6590
harlee's planters punch,pineapple juice,59,6591
harlee's planters punch,grenadine,14.75,6592
harlee's planters punch,151 proof rum,14.75,6593
hard green bricaki,absolut citron,29.5,6594
hard green bricaki,malibu rum,29.5,6595
hard green bricaki,midori melon liqueur,29.5,6596
hard green bricaki,lime juice,0.9,6597
hard green bricaki,pineapple juice,88.5,6598
hard green bricaki,lime,10,6599
hard core,151 proof rum,29.5,6600
hard core,everclear,29.5,6601
hard core,triple sec,22.125,6602
hard core,amaretto,22.125,6603
hard core,pepsi cola,100,6604
hard core,orange,100,6605
happy skipper,spiced rum,15,6606
happy skipper,ginger ale,100,6607
happy skipper,lime,100,6608
happy skipper,ice,100,6609
hangover,absolut kurant,59,6610
hangover,bailey's irish cream,29.5,6611
hangover,gin,59,6612
hangover,johnnie walker,29.5,6613
hand-shaken margarita on the rocks,gold tequila,29.5,6614
hand-shaken margarita on the rocks,sweet and sour,44.25,6615
hand-shaken margarita on the rocks,lime juice,11.1,6616
hand-shaken margarita on the rocks,triple sec,14.75,6617
hairy sunrise,tequila,22.125,6618
hairy sunrise,vodka,22.125,6619
hairy sunrise,triple sec,14.75,6620
hairy sunrise,orange juice,88.5,6621
hairy sunrise,grenadine,1.8,6622
hairball,cider,157.666666666667,6623
hairball,guinness stout,157.666666666667,6624
hairball,irish whiskey,29.5,6625
hair raiser,vodka,44.25,6626
hair raiser,rock and rye,14.75,6627
hair raiser,lemon juice,11.1,6628
haiku martini,sake,59,6629
haiku martini,dry vermouth,0.9,6630
haiku martini,cocktail onion,10,6631
haidin-haidin,light rum,59,6632
haidin-haidin,dry vermouth,14.75,6633
haidin-haidin,bitters,0.9,6634
haidin-haidin,lemon peel,15,6635
ha ha tonka,vodka,29.5,6636
ha ha tonka,amaretto,29.5,6637
ha ha tonka,sloe gin,29.5,6638
ha ha tonka,southern comfort,29.5,6639
ha ha tonka,orange juice,100,6640
h.p.w. cocktail,dry vermouth,5.55,6641
h.p.w. cocktail,sweet vermouth,5.55,6642
h.p.w. cocktail,gin,44.25,6643
h.p.w. cocktail,orange peel,150,6644
h.d.,whisky,40,6645
h.d.,bailey's irish cream,80,6646
h.d.,coffee,100,6647
h-bomb,beer,354,6648
h-bomb,water,177,6649
h-bomb,vodka,3.6875,6650
gypsy cocktail,sweet vermouth,44.25,6651
gypsy cocktail,gin,44.25,6652
gypsy cocktail,cherry,10,6653
gypsy,sweet vermouth,29.5,6654
gypsy,maraschino cherry,10,6655
gypsy,gin,44.25,6656
gun barrel,absolut kurant,29.5,6657
gun barrel,triple sec,14.75,6658
gun barrel,cranberry juice,3.7,6659
gumbys' ruby red,white rum,59,6660
gumbys' ruby red,grapefruit juice,88.5,6661
gumbys' ruby red,pineapple juice,59,6662
gumbys' ruby red,ice,100,6663
gsm,gin,40,6664
gsm,milk,160,6665
gsm,sugar,3.7,6666
grovschpol,whiskey,40,6667
grovschpol,midori melon liqueur,30,6668
grovschpol,bailey's irish cream,30,6669
grovschpol,coca-cola,100,6670
ground zero,bourbon,2.5,6671
ground zero,peppermint schnapps,2.5,6672
ground zero,vodka,2.5,6673
ground zero,kahlua,2.5,6674
grog,dark rum,59,6675
grog,water,88.5,6676
grizzly bear,amaretto,29.5,6677
grizzly bear,jägermeister,29.5,6678
grizzly bear,kahlua,29.5,6679
grizzly bear,milk,73.75,6680
grim reaper,kahlua,29.5,6681
grim reaper,151 proof rum,29.5,6682
grim reaper,grenadine,0.9,6683
greyhound,gin,44.25,6684
greyhound,grapefruit juice,147.5,6685
grenadine cocktail,grenadine,29.5,6686
grenadine cocktail,orange juice,118,6687
grenadine cocktail,pineapple juice,118,6688
gremlin,crown royal,177,6689
gremlin,rose's sweetened lime juice,88.5,6690
gremlin,ice,514,6691
greenham's grotto,gin,59,6692
greenham's grotto,brandy,29.5,6693
greenham's grotto,orgeat syrup,7.4,6694
greenham's grotto,lemon juice,7.4,6695
greenback,gin,44.25,6696
greenback,green creme de menthe,29.5,6697
greenback,lemon juice,29.5,6698
green zone,tequila,118,6699
green zone,pisang ambon,118,6700
green zone,orange juice,236,6701
green orange,pisang ambon,29.5,6702
green orange,orange juice,59,6703
green opal,anisette,14.75,6704
green opal,gin,14.75,6705
green opal,anis,29.5,6706
green monster,vodka,118,6707
green monster,pickled pepper,10,6708
green monster,ice,40,6709
green milkshake,milk,125,6710
green milkshake,green creme de menthe,40,6711
green milkshake,cointreau,20,6712
green lantern,midori melon liqueur,3.33333333333333,6713
green lantern,orange juice,3.33333333333333,6714
green lantern,7-up,3.33333333333333,6715
green iguana,tequila,14.75,6716
green iguana,midori melon liqueur,29.5,6717
green iguana,sweet and sour,59,6718
green iguana,ice,100,6719
green hell,kool-aid,236,6720
green hell,everclear,29.5,6721
green goblin,cider,236.5,6722
green goblin,lager,236.5,6723
green goblin,blue curacao,29.5,6724
green froggy,vodka,59,6725
green froggy,mountain dew,473,6726
green frog,pisang ambon,29.5,6727
green frog,sprite,59,6728
green frog,lime juice,100,6729
green fizz,gin,59,6730
green fizz,green creme de menthe,3.7,6731
green fizz,lemon,5,6732
green fizz,powdered sugar,3.7,6733
green fizz,egg white,10,6734
green fizz,carbonated water,100,6735
green eyes,midori melon liqueur,22.125,6736
green eyes,rum,29.5,6737
green eyes,rose's sweetened lime juice,14.75,6738
green eyes,cream of coconut,14.75,6739
green eyes,pineapple juice,44.25,6740
green dragon,kummel,14.75,6741
green dragon,green creme de menthe,14.75,6742
green dragon,gin,44.25,6743
green dragon,lemon,5,6744
green dragon,orange bitters,3.6,6745
green dinosaur #3,vodka,14.75,6746
green dinosaur #3,gin,14.75,6747
green dinosaur #3,midori melon liqueur,14.75,6748
green dinosaur #2,tequila,29.5,6749
green dinosaur #2,vodka,29.5,6750
green dinosaur #2,rum,29.5,6751
green dinosaur #2,midori melon liqueur,29.5,6752
green dinosaur #2,lemonade,59,6753
green devil,gin,44.25,6754
